Titre,Démarrage,Entrées totales,Réalisateur,moyenne_fr_realisateur,Pays,Genre,Date de sortie,Classification,Distributeur,Nb 1ère places hebdo,Nb semaines Top20,Meilleure place hebdo,Acteur principal,Acteur secondaire,film_id,realisateur_id,rang,titre_vo,annee,entrees,salles,moy_salle,part_marche,affiche,acteurs,moyennes_individuelles_acteurs,max_moyenne,moyennebestactors
l'abominable vérité,263349.0,660136,,,Etats-Unis,Romance,2009-08-26,Tous publics,Sony Pictures,0,5,6.0,"Katherine Heigl, Gerard Butler",,10677,,1912,,2009,263349,248,1062,40  %,cinema/images/posters/10677-20090703090712.jpg,"[{'id': '599', 'name': 'Katherine Heigl', 'role': 'Rôle principal', 'character': 'Aby'}, {'id': '539', 'name': 'Gerard Butler', 'role': 'Rôle principal', 'character': 'Mike'}]","[{'name': 'Katherine Heigl', 'moyenne': 321258}, {'name': 'Gerard Butler', 'moyenne': 497458}]",497458.0,409358.0
chappie,263937.0,602360,Neil Blomkamp,1099111.0,Etats-Unis,Science Fiction,2015-03-04,Tous publics,Sony Pictures,0,4,2.0,"Hugh Jackman, Dev Patel",Sigourney Weaver,14748,850.0,1910,Chappie,2015,263937,418,631,44  %,cinema/images/posters/14748-20150228014434-2.jpg,"[{'id': '160', 'name': 'Hugh Jackman', 'role': 'Rôle principal', 'character': 'Vincent'}, {'id': '1012', 'name': 'Dev Patel', 'role': 'Rôle principal', 'character': 'Deon'}, {'id': '336', 'name': 'Sigourney Weaver', 'role': 'Second rôle', 'character': 'Michelle Bradley'}]","[{'name': 'Hugh Jackman', 'moyenne': 1204170}, {'name': 'Dev Patel', 'moyenne': 975389}, {'name': 'Sigourney Weaver', 'moyenne': 1349798}]",1349798.0,1176452.3333333333
pupille,263524.0,841209,,,France,Drame,2018-12-05,Tous publics,Studiocanal,0,6,4.0,"Elodie Bouchez, Sandrine Kiberlain, Gilles Lellouche",Miou-Miou,18674,,1911,,2018,263524,379,695,31  %,cinema/images/posters/18674-20181118121733-0.jpg,"[{'id': '435', 'name': 'Elodie Bouchez', 'role': 'Rôle principal', 'character': 'Alice'}, {'id': '321', 'name': 'Sandrine Kiberlain', 'role': 'Rôle principal', 'character': 'Karine'}, {'id': '701', 'name': 'Gilles Lellouche', 'role': 'Rôle principal', 'character': 'Jean'}, {'id': '382', 'name': 'Miou-Miou', 'role': 'Second rôle', 'character': 'Irène'}]","[{'name': 'Elodie Bouchez', 'moyenne': 480490}, {'name': 'Sandrine Kiberlain', 'moyenne': 633654}, {'name': 'Gilles Lellouche', 'moyenne': 898194}, {'name': 'Miou-Miou', 'moyenne': 1116189}]",1116189.0,882679.0
l'exorciste - dévotion,264818.0,755845,,,Etats-Unis,Horreur,2023-10-11,Moins de 12 ans,Universal,0,4,2.0,,,23086,,1901,,2023,264818,332,798,35  %,cinema/images/posters/A-2023-23086-20230902121445.jpg,,,,
nouveau départ (2012),264147.0,486493,Cameron Crowe,528271.0,Etats-Unis,Comédie dramatique,2012-04-18,Tous publics,20th Century Fox,0,3,4.0,"Matt Damon, Elle Fanning, Scarlett Johansson",,12048,422.0,1909,We Bought a Zoo,2012,264147,345,766,54  %,cinema/images/posters/12048-20120229070238.jpg,"[{'id': '248', 'name': 'Matt Damon', 'role': 'Rôle principal', 'character': 'Benjamin Mee'}, {'id': '974', 'name': 'Elle Fanning', 'role': 'Rôle principal', 'character': 'Lily Miska'}, {'id': '320', 'name': 'Scarlett Johansson', 'role': 'Rôle principal', 'character': 'Kelly Foster'}]","[{'name': 'Matt Damon', 'moyenne': 1033919}, {'name': 'Elle Fanning', 'moyenne': 617639}, {'name': 'Scarlett Johansson', 'moyenne': 1254402}]",1254402.0,968653.3333333334
marguerite,264495.0,1065499,,,France,Drame,2015-09-16,Tous publics,Memento Films,1,6,1.0,Catherine Frot,,15386,,1904,,2015,264495,279,948,25  %,cinema/images/posters/15386-20150913051143-0.jpg,"[{'id': '79', 'name': 'Catherine Frot', 'role': 'Rôle principal', 'character': 'Marguerite Dumont'}]","[{'name': 'Catherine Frot', 'moyenne': 769713}]",769713.0,769713.0
la nuit nous appartient,264579.0,863159,James Gray,553444.0,Etats-Unis,Thriller,2007-11-28,Tous publics,Wild Bunch,0,3,3.0,"Eva Mendes, Mark Wahlberg, Joaquin Phoenix",Robert Duvall,199,523.0,1903,We Own The Night,2007,264579,245,1080,31  %,cinema/images/posters/p_5353.jpg,"[{'id': '515', 'name': 'Eva Mendes', 'role': 'Rôle principal', 'character': 'Amada Juarez'}, {'id': '269', 'name': 'Mark Wahlberg', 'role': 'Rôle principal', 'character': 'Joseph Grusinsky'}, {'id': '206', 'name': 'Joaquin Phoenix', 'role': 'Rôle principal', 'character': 'Bobby Green'}, {'id': '298', 'name': 'Robert Duvall', 'role': 'Second rôle', 'character': 'Burt Grusinsky'}]","[{'name': 'Eva Mendes', 'moyenne': 565343}, {'name': 'Mark Wahlberg', 'moyenne': 662645}, {'name': 'Joaquin Phoenix', 'moyenne': 776836}, {'name': 'Robert Duvall', 'moyenne': 588331}]",776836.0,675937.3333333334
saw 6,266042.0,474052,,,Etats-Unis,Horreur,2009-11-04,Moins de 16 ans,Metropolitan,0,3,5.0,,,10915,,1894,,2009,266042,179,1486,56  %,cinema/images/posters/10915-20090824030836.jpg,,,,
braquage à l'italienne,264813.0,641383,F. Gary Gray,792090.0,Etats-Unis,Aventure - Action,2003-09-17,Tous publics,UIP,0,4,3.0,"Mark Wahlberg, Edward Norton, Charlize Theron",Jason Statham,1473,607.0,1902,The Italian Job,2003,264813,348,761,41  %,cinema/images/posters/italianjob.jpg,"[{'id': '269', 'name': 'Mark Wahlberg', 'role': 'Rôle principal', 'character': 'Charlie Croker'}, {'id': '125', 'name': 'Edward Norton', 'role': 'Rôle principal', 'character': ''}, {'id': '99', 'name': 'Charlize Theron', 'role': 'Rôle principal', 'character': 'Stella Bridger'}, {'id': '214', 'name': 'Jason Statham', 'role': 'Second rôle', 'character': 'Handsome Rob'}]","[{'name': 'Mark Wahlberg', 'moyenne': 662645}, {'name': 'Edward Norton', 'moyenne': 668130}, {'name': 'Charlize Theron', 'moyenne': 654280}, {'name': 'Jason Statham', 'moyenne': 954392}]",954392.0,761722.3333333334
angles d'attaque,265553.0,471716,,,Etats-Unis,Thriller,2008-03-19,Tous publics,Sony Pictures,0,2,3.0,Dennis Quaid,"Sigourney Weaver, Forest Whitaker",202,,1899,,2008,265553,354,750,56  %,cinema/images/posters/np_202.jpg,"[{'id': '112', 'name': 'Dennis Quaid', 'role': 'Rôle principal', 'character': 'Thomas Barnes'}, {'id': '336', 'name': 'Sigourney Weaver', 'role': 'Second rôle', 'character': 'Rex Brooks'}, {'id': '137', 'name': 'Forest Whitaker', 'role': 'Second rôle', 'character': 'Howard Lewis'}]","[{'name': 'Dennis Quaid', 'moyenne': 349305}, {'name': 'Sigourney Weaver', 'moyenne': 1349798}, {'name': 'Forest Whitaker', 'moyenne': 681539}]",1349798.0,793547.3333333334
adieu berthe ou l'enterrement de mémé,265725.0,665030,,,France,Comédie,2012-06-20,Tous publics,UGC Distribution,0,7,4.0,"Valérie Lemercier, Denis Podalydès",Pierre Arditi,12833,,1898,,2012,265725,237,1121,40  %,cinema/images/posters/12833-20120521100509.jpg,"[{'id': '497', 'name': 'Valérie Lemercier', 'role': 'Rôle principal', 'character': ''}, {'id': '818', 'name': 'Denis Podalydès', 'role': 'Rôle principal', 'character': 'Armand'}, {'id': '544', 'name': 'Pierre Arditi', 'role': 'Second rôle', 'character': ""Le père d'Armand""}]","[{'name': 'Valérie Lemercier', 'moyenne': 1499262}, {'name': 'Denis Podalydès', 'moyenne': 489900}, {'name': 'Pierre Arditi', 'moyenne': 528709}]",1499262.0,839290.3333333334
le cœur des hommes 3,265764.0,463346,Marc Esposito,921706.0,France,Comédie,2013-10-23,Tous publics,Diaphana,0,2,7.0,"Bernard Campan, Jean-Pierre Darroussin",,13602,693.0,1897,Le Cœur des hommes 3,2013,265764,486,547,57  %,cinema/images/posters/13602-20130810090838.jpg,"[{'id': '468', 'name': 'Bernard Campan', 'role': 'Rôle principal', 'character': 'Antoine'}, {'id': '204', 'name': 'Jean-Pierre Darroussin', 'role': 'Rôle principal', 'character': 'Manu'}]","[{'name': 'Bernard Campan', 'moyenne': 965339}, {'name': 'Jean-Pierre Darroussin', 'moyenne': 561454}]",965339.0,763396.5
la conquête,265896.0,718641,,,France,Comédie dramatique,2011-05-18,Tous publics,Gaumont,0,5,3.0,Denis Podalydès,,12166,,1896,,2011,265896,281,946,37  %,cinema/images/posters/12166-20110502090536.jpg,"[{'id': '818', 'name': 'Denis Podalydès', 'role': 'Rôle principal', 'character': 'Nicolas Sarkozy'}]","[{'name': 'Denis Podalydès', 'moyenne': 489900}]",489900.0,489900.0
resident evil: retribution,265993.0,517211,Paul W.S. Anderson,599108.0,Etats-Unis,Aventure - Action,2012-09-26,Moins de 12 ans,Metropolitan,0,4,2.0,Milla Jovovich,,12009,513.0,1895,Resident Evil: Retribution,2012,265993,418,636,51  %,cinema/images/posters/12009-20120816020826.jpg,"[{'id': '256', 'name': 'Milla Jovovich', 'role': 'Rôle principal', 'character': 'Alice'}]","[{'name': 'Milla Jovovich', 'moyenne': 778203}]",778203.0,778203.0
pas si simple,266194.0,689595,Nancy Meyers,1041732.0,Etats-Unis,Romance,2009-12-23,Tous publics,Universal,0,5,4.0,"Alec Baldwin, Steve Martin, Meryl Streep",,11052,609.0,1893,It's Complicated,2009,266194,363,733,39  %,cinema/images/posters/11052-20091122081124.jpg,"[{'id': '1', 'name': 'Alec Baldwin', 'role': 'Rôle principal', 'character': 'Jake'}, {'id': '325', 'name': 'Steve Martin', 'role': 'Rôle principal', 'character': 'Adam'}, {'id': '268', 'name': 'Meryl Streep', 'role': 'Rôle principal', 'character': 'Jane'}]","[{'name': 'Alec Baldwin', 'moyenne': 683072}, {'name': 'Steve Martin', 'moyenne': 179143}, {'name': 'Meryl Streep', 'moyenne': 724168}]",724168.0,528794.3333333334
la colline a des yeux (2006),269271.0,502031,Alexandre Aja,330919.0,Etats-Unis,Horreur,2006-06-21,Moins de 16 ans,20th Century Fox,0,3,4.0,,,410,547.0,1876,The Hills Have Eyes (2006),2006,269271,244,1104,54  %,cinema/images/posters/hillshaveeyes06.jpg,,,,
underworld : nouvelle ère,270145.0,494252,,,Etats-Unis,Fantasy,2012-02-08,Moins de 12 ans,SND,0,3,5.0,Kate Beckinsale,,11168,,1873,,2012,270145,282,958,55  %,cinema/images/posters/11168-20111114091126.jpg,"[{'id': '218', 'name': 'Kate Beckinsale', 'role': 'Rôle principal', 'character': 'Selene'}]","[{'name': 'Kate Beckinsale', 'moyenne': 525197}]",525197.0,525197.0
"dreamcatcher, l'attrape-rêves",270171.0,555112,Lawrence Kasdan,431658.0,Etats-Unis,Horreur,2003-04-16,Moins de 12 ans,Warner Bros.,0,4,3.0,Morgan Freeman,,1483,778.0,1872,Dreamcatcher,2003,270171,309,874,49  %,cinema/images/posters/dreamcatcher.jpg,"[{'id': '253', 'name': 'Morgan Freeman', 'role': 'Rôle principal', 'character': ''}]","[{'name': 'Morgan Freeman', 'moyenne': 1025955}]",1025955.0,1025955.0
le marquis,270222.0,514339,Dominique Farrugia,807948.0,France,Comédie,2011-03-09,Tous publics,Pathé,0,3,5.0,"Richard Berry, Franck Dubosc",Jean-Hugues Anglade,11809,700.0,1871,Le Marquis,2011,270222,436,620,53  %,cinema/images/posters/11809-20110124080107.jpg,"[{'id': '291', 'name': 'Richard Berry', 'role': 'Rôle principal', 'character': 'Quentin Tasseau'}, {'id': '541', 'name': 'Franck Dubosc', 'role': 'Rôle principal', 'character': 'Thomas Gardesse / Le Marquis'}, {'id': '471', 'name': 'Jean-Hugues Anglade', 'role': 'Second rôle', 'character': 'Jo'}]","[{'name': 'Richard Berry', 'moyenne': 667689}, {'name': 'Franck Dubosc', 'moyenne': 1206610}, {'name': 'Jean-Hugues Anglade', 'moyenne': 647571}]",1206610.0,840623.3333333334
le grimoire d'arkandias,270416.0,589680,,,France,Fantasy,2014-10-22,Tous publics,UGC Distribution,0,3,8.0,Christian Clavier,,14476,,1869,,2014,270416,411,658,46  %,cinema/images/posters/14476-20140826073019-0.jpg,"[{'id': '83', 'name': 'Christian Clavier', 'role': 'Rôle principal', 'character': 'Agenor Arkandias'}]","[{'name': 'Christian Clavier', 'moyenne': 1940185}]",1940185.0,1940185.0
mirrors,270459.0,601574,Alexandre Aja,330919.0,Etats-Unis,Horreur,2008-09-10,Moins de 12 ans,20th Century Fox,0,3,2.0,Kiefer Sutherland,,10237,547.0,1868,Mirrors,2008,270459,246,1099,45  %,cinema/images/posters/np_10237.jpg,"[{'id': '808', 'name': 'Kiefer Sutherland', 'role': 'Rôle principal', 'character': 'Ben Carson'}]","[{'name': 'Kiefer Sutherland', 'moyenne': 416340}]",416340.0,416340.0
le nouveau jouet,271139.0,903309,James Huth,1508160.0,France,Comédie,2022-10-19,Tous publics,Sony Pictures,0,6,4.0,"Daniel Auteuil, Jamel Debbouze",,22222,625.0,1864,Le Nouveau Jouet (The New Toy),2022,271139,495,548,30  %,cinema/images/posters/22222-20220911044938-0.jpg,"[{'id': '32', 'name': 'Daniel Auteuil', 'role': 'Rôle principal', 'character': 'Philippe Etienne'}, {'id': '182', 'name': 'Jamel Debbouze', 'role': 'Rôle principal', 'character': 'Samy'}]","[{'name': 'Daniel Auteuil', 'moyenne': 1006810}, {'name': 'Jamel Debbouze', 'moyenne': 2206938}]",2206938.0,1606874.0
plancha,271193.0,544396,,,France,Comédie,2022-10-26,Tous publics,Studiocanal,0,4,4.0,"Franck Dubosc, Lambert Wilson",Jérôme Commandeur,22289,,1863,,2022,271193,573,473,50  %,cinema/images/posters/22289-20220911045412-0.jpg,"[{'id': '541', 'name': 'Franck Dubosc', 'role': 'Rôle principal', 'character': 'Baptiste'}, {'id': '240', 'name': 'Lambert Wilson', 'role': 'Rôle principal', 'character': 'Antoine'}, {'id': '1033', 'name': 'Jérôme Commandeur', 'role': 'Second rôle', 'character': 'Jean-Michel'}]","[{'name': 'Franck Dubosc', 'moyenne': 1206610}, {'name': 'Lambert Wilson', 'moyenne': 844391}, {'name': 'Jérôme Commandeur', 'moyenne': 2130424}]",2130424.0,1393808.3333333333
un mariage trop parfait,271382.0,627013,,,Etats-Unis,Romance,2001-07-11,Tous publics,SND,0,5,3.0,"Jennifer Lopez, Matthew McConaughey",,2139,,1862,,2001,271382,358,758,43  %,cinema/images/posters/weddingplanner.jpg,"[{'id': '198', 'name': 'Jennifer Lopez', 'role': 'Rôle principal', 'character': 'Mary Fiore'}, {'id': '245', 'name': 'Matthew McConaughey', 'role': 'Rôle principal', 'character': 'Steve Edison'}]","[{'name': 'Jennifer Lopez', 'moyenne': 317439}, {'name': 'Matthew McConaughey', 'moyenne': 559265}]",559265.0,438352.0
l'ïle au(x) trésor(s),271757.0,512626,Alain Berberian,1383893.0,France,Comédie,2007-01-31,Tous publics,Bac Films,0,2,4.0,"Jean-Paul Rouve, Gérard Jugnot",,52,444.0,1857,L'ïle au(x) trésor(s),2007,271757,588,462,53  %,cinema/images/posters/ileauxtresors07.jpg,"[{'id': '209', 'name': 'Jean-Paul Rouve', 'role': 'Rôle principal', 'character': 'Dr. Livesey'}, {'id': '144', 'name': 'Gérard Jugnot', 'role': 'Rôle principal', 'character': 'John Silver'}]","[{'name': 'Jean-Paul Rouve', 'moyenne': 1449393}, {'name': 'Gérard Jugnot', 'moyenne': 1106164}]",1449393.0,1277778.5
syriana,272047.0,619403,,,Etats-Unis,Thriller,2006-02-22,Tous publics,Warner Bros.,0,2,7.0,"George Clooney, Matt Damon",,776,,1855,,2006,272047,274,993,44  %,cinema/images/posters/syriana.jpg,"[{'id': '86', 'name': 'George Clooney', 'role': 'Rôle principal', 'character': 'Robert Barnes'}, {'id': '248', 'name': 'Matt Damon', 'role': 'Rôle principal', 'character': 'Bryan Woodman'}, {'id': '1031', 'name': 'Viola Davis', 'role': 'Apparition', 'character': ''}]","[{'name': 'George Clooney', 'moyenne': 965655}, {'name': 'Matt Damon', 'moyenne': 1033919}, {'name': 'Viola Davis', 'moyenne': 823176}]",1033919.0,940916.6666666666
vipère au poing,272078.0,1204134,Philippe De Broca,1385564.0,France,Drame,2004-10-06,Tous publics,Rezo Films,0,7,4.0,"Catherine Frot, Jacques Villeret",,1088,731.0,1854,Vipère au poing,2004,272078,357,762,23  %,cinema/images/posters/viperepoing.jpg,"[{'id': '79', 'name': 'Catherine Frot', 'role': 'Rôle principal', 'character': ''}, {'id': '216', 'name': 'Jacques Villeret', 'role': 'Rôle principal', 'character': ''}]","[{'name': 'Catherine Frot', 'moyenne': 769713}, {'name': 'Jacques Villeret', 'moyenne': 1030615}]",1030615.0,900164.0
mémoires de nos pères,272149.0,491563,Clint Eastwood,1086035.0,Etats-Unis,Guerre,2006-10-25,Tous publics,Warner Bros.,0,3,5.0,Ryan Phillippe,Paul Walker,411,116.0,1853,Flags of our Fathers,2006,272149,430,633,55  %,cinema/images/posters/flagsfathers.jpg,"[{'id': '378', 'name': 'Ryan Phillippe', 'role': 'Rôle principal', 'character': 'John'}, {'id': '288', 'name': 'Paul Walker', 'role': 'Second rôle', 'character': 'Hank Hansen'}]","[{'name': 'Ryan Phillippe', 'moyenne': 326153}, {'name': 'Paul Walker', 'moyenne': 935181}]",935181.0,630667.0
"snowpiercer, le transperceneige",272262.0,678049,,,Corée du Sud,Science Fiction,2013-10-30,Moins de 12 ans,Wild Side,0,4,5.0,Chris Evans,,13707,,1852,,2013,272262,307,887,40  %,cinema/images/posters/13707-20131228013802.jpg,"[{'id': '828', 'name': 'Chris Evans', 'role': 'Rôle principal', 'character': 'Curtis'}]","[{'name': 'Chris Evans', 'moyenne': 1737423}]",1737423.0,1737423.0
moi césar 10 ans 1/2 1m39,272361.0,1054848,Richard Berry,595863.0,France,Comédie,2003-04-09,Tous publics,EuropaCorp,0,7,3.0,,Jean-Paul Rouve,1445,617.0,1851,Moi César 10 ans 1/2 1m39,2003,272361,330,825,26  %,cinema/images/posters/moicesar.jpg,"[{'id': '209', 'name': 'Jean-Paul Rouve', 'role': 'Second rôle', 'character': ''}]","[{'name': 'Jean-Paul Rouve', 'moyenne': 1449393}]",1449393.0,1449393.0
la dame en noir,272453.0,481362,,,Grande-Bretagne,Thriller,2012-03-14,Moins de 12 ans,Metropolitan,0,4,5.0,Daniel Radcliffe,,12570,,1850,,2012,272453,259,1052,57  %,cinema/images/posters/12570-20120204120241.jpg,"[{'id': '835', 'name': 'Daniel Radcliffe', 'role': 'Rôle principal', 'character': 'Arthur Kipps'}]","[{'name': 'Daniel Radcliffe', 'moyenne': 3679078}]",3679078.0,3679078.0
white house down,272508.0,539512,Roland Emmerich,1768802.0,Etats-Unis,Aventure - Action,2013-09-04,Tous publics,Sony Pictures,1,4,1.0,"Channing Tatum, Jamie Foxx",Maggie Gyllenhaal,13148,299.0,1849,White House Down,2013,272508,451,604,51  %,cinema/images/posters/13148-20130818070839.jpg,"[{'id': '780', 'name': 'Channing Tatum', 'role': 'Rôle principal', 'character': 'John Cale'}, {'id': '188', 'name': 'Jamie Foxx', 'role': 'Rôle principal', 'character': 'Le président James Sawyer'}, {'id': '622', 'name': 'Maggie Gyllenhaal', 'role': 'Second rôle', 'character': 'Agent des Services Secrets'}]","[{'name': 'Channing Tatum', 'moyenne': 602867}, {'name': 'Jamie Foxx', 'moyenne': 956348}, {'name': 'Maggie Gyllenhaal', 'moyenne': 446486}]",956348.0,668567.0
downton abbey,273446.0,742509,,,Grande-Bretagne,Drame,2019-09-25,Tous publics,Universal,0,5,4.0,,,18862,,1842,,2019,273446,297,921,37  %,cinema/images/posters/18862-20190912100055-0.jpg,,,,
la somme de toutes les peurs,272609.0,765256,,,Etats-Unis,Aventure - Action,2002-07-24,Tous publics,UIP,0,6,2.0,"Ben Affleck, Morgan Freeman",Liev Schreiber,1791,,1848,,2002,272609,448,609,36  %,cinema/images/posters/sumofallfears.jpg,"[{'id': '9', 'name': 'Ben Affleck', 'role': 'Rôle principal', 'character': 'Jack Ryan'}, {'id': '253', 'name': 'Morgan Freeman', 'role': 'Rôle principal', 'character': ''}, {'id': '861', 'name': 'Liev Schreiber', 'role': 'Second rôle', 'character': 'John Clark'}]","[{'name': 'Ben Affleck', 'moyenne': 764532}, {'name': 'Morgan Freeman', 'moyenne': 1025955}, {'name': 'Liev Schreiber', 'moyenne': 599554}]",1025955.0,796680.3333333334
quelqu'un de bien,272794.0,745244,,,France,Comédie,2002-10-16,Tous publics,Bac Films,0,3,5.0,"José Garcia, Patrick Timsit",,1794,,1845,,2002,272794,422,646,37  %,cinema/images/posters/quelquundebien.jpg,"[{'id': '189', 'name': 'José Garcia', 'role': 'Rôle principal', 'character': ''}, {'id': '928', 'name': 'Patrick Timsit', 'role': 'Rôle principal', 'character': 'Pierre'}]","[{'name': 'José Garcia', 'moyenne': 1089910}, {'name': 'Patrick Timsit', 'moyenne': 1003005}]",1089910.0,1046457.5
le livre d'eli,272763.0,520359,Albert Hughes,416111.0,Etats-Unis,Aventure - Action,2010-01-20,Tous publics,Metropolitan,0,3,4.0,"Denzel Washington, Mila Kunis",Gary Oldman,11063,645.0,1846,The Book of Eli,2010,272763,378,722,52  %,cinema/images/posters/11063-20091229101201.jpg,"[{'id': '114', 'name': 'Denzel Washington', 'role': 'Rôle principal', 'character': 'Eli'}, {'id': '939', 'name': 'Mila Kunis', 'role': 'Rôle principal', 'character': 'Solara'}, {'id': '149', 'name': 'Gary Oldman', 'role': 'Second rôle', 'character': 'Carnegie'}]","[{'name': 'Denzel Washington', 'moyenne': 568910}, {'name': 'Mila Kunis', 'moyenne': 628630}, {'name': 'Gary Oldman', 'moyenne': 1667324}]",1667324.0,954954.6666666666
"moi, daniel blake",273309.0,953349,Ken Loach,360116.0,Grande-Bretagne,Drame,2016-10-26,Tous publics,Le Pacte,0,7,4.0,,,15869,457.0,1844,"I, Daniel Blake",2016,273309,251,1089,29  %,cinema/images/posters/15869-20161022112315-0.jpg,,,,
downsizing,273979.0,563847,Alexander Payne,376268.0,Etats-Unis,Comédie dramatique,2018-01-10,Tous publics,Paramount,0,4,2.0,"Matt Damon, Kristen Wiig",Christoph Waltz,17360,817.0,1840,Downsizing,2018,273979,470,583,49  %,cinema/images/posters/17360-20171216035428-2.jpg,"[{'id': '248', 'name': 'Matt Damon', 'role': 'Rôle principal', 'character': 'Paul Safranek'}, {'id': '892', 'name': 'Kristen Wiig', 'role': 'Rôle principal', 'character': 'Audrey Safranek'}, {'id': '845', 'name': 'Christoph Waltz', 'role': 'Second rôle', 'character': 'Dusan Mirkovic'}]","[{'name': 'Matt Damon', 'moyenne': 1033919}, {'name': 'Kristen Wiig', 'moyenne': 433762}, {'name': 'Christoph Waltz', 'moyenne': 1411275}]",1411275.0,959652.0
