"Titre","URL","Démarrage","Entrées totales","Réalisateur","Producteur","Pays","Genre","Date de sortie","Classification","Distributeur","Rang toutes exploitations","Rang général","Rang 2008","Nb 1ère places hebdo","Nb semaines Top20","Meilleure place hebdo","Acteurs","Acteur principal","Acteur secondaire"
"nos amis les flics","https://www.jpbox-office.com/fichfilm.php?id=1166&view=2","186 571","319 791","","","France","Comédie","04/08/2004","Tous publics","TFM Distribution","8 017","8 063","","0","2","8","[{""name"": ""Daniel Auteuil"", ""role_type"": ""Rôle principal"", ""character"": ""Toussaint""}, {""name"": ""Lorant Deutsch"", ""role_type"": ""Rôle principal"", ""character"": ""Bénisti""}, {""name"": ""Pascal Elbé"", ""role_type"": ""Second rôle"", ""character"": ""Perrac""}, {""name"": ""Frédéric Diefenthal"", ""role_type"": ""Second rôle"", ""character"": """"}]","Daniel Auteuil, Lorant Deutsch","Pascal Elbé, Frédéric Diefenthal"
"la main","https://www.jpbox-office.com/fichfilm.php?id=23046&view=2","187 507","516 013","","","Australie","Horreur","26/07/2023","Moins de 16 ans","SND","6 525","6 567","","0","5","9","","",""
"terrain miné","https://www.jpbox-office.com/fichfilm.php?id=4314&view=2","186 581","382 000","","","Etats-Unis","Aventure - Action","06/04/1994","Moins de 12 ans","Warner Bros.","7 473","7 515","","0","2","4","[{""name"": ""Steven Seagal"", ""role_type"": ""Rôle principal"", ""character"": ""Forrest Taft""}, {""name"": ""Michael Caine"", ""role_type"": ""Second rôle"", ""character"": """"}, {""name"": ""Billy Bob Thornton"", ""role_type"": ""Second rôle"", ""character"": """"}]","Steven Seagal","Michael Caine, Billy Bob Thornton"
"spy kids 2 espions en herbe","https://www.jpbox-office.com/fichfilm.php?id=1823&view=2","187 008","438 820","Robert Rodriguez","","Etats-Unis","Film familial","01/01/2003","Distribué par GBVI","GBVI","7 043","7 085","","0","5","5","[{""name"": ""Antonio Banderas"", ""role_type"": ""Rôle principal"", ""character"": """"}, {""name"": ""Steve Buscemi"", ""role_type"": ""Second rôle"", ""character"": """"}, {""name"": ""Bill Paxton"", ""role_type"": """", ""character"": ""Le propriétaire du parc d'attractions""}]","Antonio Banderas","Steve Buscemi"
"65 - la terre d'avant","https://www.jpbox-office.com/fichfilm.php?id=22554&view=2","187 043","298 999","","","Etats-Unis","Science Fiction","15/03/2023","Tous publics","Sony Pictures","8 241","8 287","","0","3","8","[{""name"": ""Adam Driver"", ""role_type"": ""Rôle principal"", ""character"": ""Mills""}]","Adam Driver",""
"the million dollar hotel","https://www.jpbox-office.com/fichfilm.php?id=2486&view=2","187 130","382 882","Win Wenders","","Allemagne","Drame","15/03/2000","Tous publics","Capitol Films","7 463","7 505","","0","4","6","[{""name"": ""Mel Gibson"", ""role_type"": ""Rôle principal"", ""character"": ""Skinner""}, {""name"": ""Milla Jovovich"", ""role_type"": ""Rôle principal"", ""character"": ""Eloise""}]","Mel Gibson, Milla Jovovich",""
"the box","https://www.jpbox-office.com/fichfilm.php?id=10732&view=2","187 209","341 221","","","Etats-Unis","Thriller","04/11/2009","Tous publics","Wild Bunch","7 805","7 851","","0","3","9","[{""name"": ""Cameron Diaz"", ""role_type"": ""Rôle principal"", ""character"": ""Norma Lewis""}]","Cameron Diaz",""
"sur mes lèvres","https://www.jpbox-office.com/fichfilm.php?id=2145&view=2","187 334","599 299","Jacques Audiard","","France","Aventure - Action","17/10/2001","Tous publics","Pathé","5 925","5 966","","0","3","6","[{""name"": ""Vincent Cassel"", ""role_type"": ""Rôle principal"", ""character"": """"}, {""name"": ""Emmanuelle Devos"", ""role_type"": ""Rôle principal"", ""character"": ""Carla Bhem""}, {""name"": ""Oliver Gourmet"", ""role_type"": ""Second rôle"", ""character"": ""Marchand""}]","Vincent Cassel, Emmanuelle Devos","Oliver Gourmet"
"premières vacances","https://www.jpbox-office.com/fichfilm.php?id=18789&view=2","187 422","304 560","","","France","Comédie","02/01/2019","Tous publics","Le Pacte","8 160","8 206","","0","3","7","[{""name"": ""Jonathan Cohen"", ""role_type"": ""Rôle principal"", ""character"": ""Ben""}, {""name"": ""Camille Cottin"", ""role_type"": ""Rôle principal"", ""character"": ""Fleur""}]","Jonathan Cohen, Camille Cottin",""
"last night","https://www.jpbox-office.com/fichfilm.php?id=11174&view=2","187 573","324 815","","","Etats-Unis","Drame","16/02/2011","Tous publics","Gaumont","7 967","8 013","","0","2","11","[{""name"": ""Keira Knightley"", ""role_type"": ""Rôle principal"", ""character"": ""Joanna Reed""}, {""name"": ""Guillaume Canet"", ""role_type"": ""Second rôle"", ""character"": ""Alex Mann""}, {""name"": ""Eva Mendes"", ""role_type"": ""Second rôle"", ""character"": ""Laura""}, {""name"": ""Sam Worthington"", ""role_type"": ""Second rôle"", ""character"": ""Michael Reed""}]","Keira Knightley","Guillaume Canet, Eva Mendes, Sam Worthington"
"night call","https://www.jpbox-office.com/fichfilm.php?id=14487&view=2","187 627","422 512","","","Etats-Unis","Thriller","26/11/2014","Tous publics","Paramount","7 150","7 191","","0","4","4","[{""name"": ""Jake Gyllenhaal"", ""role_type"": ""Rôle principal"", ""character"": ""Lou Bloom""}, {""name"": ""Bill Paxton"", ""role_type"": ""Second rôle"", ""character"": ""Joe Loder""}, {""name"": ""Rene Russo"", ""role_type"": ""Second rôle"", ""character"": ""Nina Romina""}]","Jake Gyllenhaal","Bill Paxton, Rene Russo"
"tous les soleils","https://www.jpbox-office.com/fichfilm.php?id=12070&view=2","188 591","579 084","","","France","Comédie dramatique","30/03/2011","Tous publics","UGC Distribution","6 037","6 079","","0","5","3","","",""
"papi-sitter","https://www.jpbox-office.com/fichfilm.php?id=20162&view=2","187 681","250 011","","","France","Comédie","04/03/2020","Tous publics","Gaumont","8 812","8 858","","0","4","4","[{""name"": ""Gérard Lanvin"", ""role_type"": ""Rôle principal"", ""character"": ""André Morales""}]","Gérard Lanvin",""
"halloween ends","https://www.jpbox-office.com/fichfilm.php?id=22129&view=2","187 689","486 042","","","Etats-Unis","Horreur","12/10/2022","Moins de 12 ans","Universal","6 731","6 772","","0","4","5","[{""name"": ""Jamie Lee Curtis"", ""role_type"": ""Rôle principal"", ""character"": ""Laurie Strode""}]","Jamie Lee Curtis",""
"c'est le bouquet!","https://www.jpbox-office.com/fichfilm.php?id=1818&view=2","187 748","469 584","","","France","Comédie","11/12/2002","Distribué par Bac Films","Bac Films","6 837","6 879","","0","4","4","[{""name"": ""Sandrine Kiberlain"", ""role_type"": ""Rôle principal"", ""character"": """"}, {""name"": ""Jean-Pierre Darroussin"", ""role_type"": ""Rôle principal"", ""character"": """"}, {""name"": ""Mathieu Amalric"", ""role_type"": ""Second rôle"", ""character"": ""Stephane""}]","Sandrine Kiberlain, Jean-Pierre Darroussin","Mathieu Amalric"
"the crow: la cité des anges","https://www.jpbox-office.com/fichfilm.php?id=3721&view=2","187 908","480 440","","","Etats-Unis","Fantasy","05/02/1997","Moins de 12 ans","Metropolitan","6 761","6 803","","0","2","4","[{""name"": ""Vincent Perez"", ""role_type"": ""Rôle principal"", ""character"": """"}]","Vincent Perez",""
"small soldiers","https://www.jpbox-office.com/fichfilm.php?id=3111&view=2","188 003","409 610","Joe Dante","","Etats-Unis","Film familial","21/10/1998","Tous publics","UIP","7 242","7 283","","0","2","5","[{""name"": ""Kirsten Dunst"", ""role_type"": ""Second rôle"", ""character"": ""Christy Fimple""}, {""name"": ""Sarah Michelle Gellar"", ""role_type"": ""Voix"", ""character"": ""off -""}, {""name"": ""Tommy Lee Jones"", ""role_type"": ""Voix"", ""character"": ""off -""}, {""name"": ""Christina Ricci"", ""role_type"": ""Voix"", ""character"": ""off -""}]","","Kirsten Dunst"
"la petite lili","https://www.jpbox-office.com/fichfilm.php?id=1479&view=2","188 533","577 265","Claude Miller","","France","Comédie","27/08/2003","Distribué par Pyramide","Pyramide","6 050","6 092","","0","5","5","[{""name"": ""Bernard Giraudeau"", ""role_type"": ""Rôle principal"", ""character"": """"}, {""name"": ""Ludivine Sagnier"", ""role_type"": ""Rôle principal"", ""character"": ""Lili""}, {""name"": ""Julie Depardieu"", ""role_type"": ""Second rôle"", ""character"": ""Jeanne-Marie""}, {""name"": ""Nicole Garcia"", ""role_type"": ""Second rôle"", ""character"": ""Mado""}, {""name"": ""Michel Piccoli"", ""role_type"": """", ""character"": ""le comédien qui incarne Simon""}]","Bernard Giraudeau, Ludivine Sagnier","Julie Depardieu, Nicole Garcia"
"fanfan","https://www.jpbox-office.com/fichfilm.php?id=4554&view=2","188 577","1 020 679","","","France","Romance","16/06/1993","Tous publics","GBVI","3 932","3 962","","1","4","1","[{""name"": ""Sophie Marceau"", ""role_type"": ""Rôle principal"", ""character"": """"}, {""name"": ""Vincent Perez"", ""role_type"": ""Rôle principal"", ""character"": """"}, {""name"": ""Thierry Lhermitte"", ""role_type"": ""Second rôle"", ""character"": """"}]","Sophie Marceau, Vincent Perez","Thierry Lhermitte"
"trainspotting","https://www.jpbox-office.com/fichfilm.php?id=3689&view=2","188 577","1 051 859","Danny Boyle","","Grande-Bretagne","Comédie","19/06/1996","Moins de 16 ans","Polygram","3 820","3 850","","0","9","2","[{""name"": ""Ewan McGregor"", ""role_type"": ""Rôle principal"", ""character"": ""Mark Renton""}, {""name"": ""Robert Carlyle"", ""role_type"": ""Rôle principal"", ""character"": ""Francis \""Franco\"" Begbie""}]","Ewan McGregor, Robert Carlyle",""
"ma vie de courgette","https://www.jpbox-office.com/fichfilm.php?id=16345&view=2","190 027","826 289","","","France","Animation","19/10/2016","Tous publics","Gébéka","4 670","4 709","","0","10","10","","",""
"la chute du président","https://www.jpbox-office.com/fichfilm.php?id=19135&view=2","188 852","398 176","","","Etats-Unis","Aventure - Action","28/08/2019","Moins de 12 ans","SND","7 332","7 374","","0","4","6","[{""name"": ""Gerard Butler"", ""role_type"": ""Rôle principal"", ""character"": ""Mike Banning""}, {""name"": ""Morgan Freeman"", ""role_type"": ""Rôle principal"", ""character"": ""President Allan Trumbull""}, {""name"": ""Nick Nolte"", ""role_type"": ""Second rôle"", ""character"": ""Père de Mike Banning""}]","Gerard Butler, Morgan Freeman","Nick Nolte"
"le livre des solutions","https://www.jpbox-office.com/fichfilm.php?id=23002&view=2","188 920","455 239","Michel Gondry","","France","Comédie","13/09/2023","Tous publics","The Jokers / Les Bookmakers","6 928","6 970","","0","5","4","[{""name"": ""Pierre Niney"", ""role_type"": ""Rôle principal"", ""character"": ""Marc""}, {""name"": ""Vincent Elbaz"", ""role_type"": ""Second rôle"", ""character"": ""Max""}]","Pierre Niney","Vincent Elbaz"
"11.6","https://www.jpbox-office.com/fichfilm.php?id=13435&view=2","189 016","321 356","","","France","Thriller","03/04/2013","Tous publics","Wild Bunch","7 998","8 044","","0","3","4","[{""name"": ""François Cluzet"", ""role_type"": ""Rôle principal"", ""character"": ""Toni""}, {""name"": ""Karim Leklou"", ""role_type"": ""Second rôle"", ""character"": ""Morales""}]","François Cluzet","Karim Leklou"
"l'ennemi intime","https://www.jpbox-office.com/fichfilm.php?id=175&view=2","189 075","461 958","Florent Emilio Siri","","France","Guerre","03/10/2007","Tous publics","SND","6 880","6 922","","0","3","4","[{""name"": ""Albert Dupontel"", ""role_type"": ""Rôle principal"", ""character"": ""Dougnac""}, {""name"": ""Benoît Magimel"", ""role_type"": ""Rôle principal"", ""character"": ""Terrien""}]","Albert Dupontel, Benoît Magimel",""
"esprit de famille","https://www.jpbox-office.com/fichfilm.php?id=824&view=2","189 085","333 455","","","Etats-Unis","Comédie","28/12/2005","Tous publics","20th Century Fox","7 879","7 925","","0","3","10","[{""name"": ""Sarah Jessica Parker"", ""role_type"": ""Rôle principal"", ""character"": ""Meredith Morton""}, {""name"": ""Diane Keaton"", ""role_type"": ""Rôle principal"", ""character"": """"}, {""name"": ""Luke Wilson"", ""role_type"": ""Rôle principal"", ""character"": ""Ben Stone""}]","Sarah Jessica Parker, Diane Keaton, Luke Wilson",""
"au nom d'anna","https://www.jpbox-office.com/fichfilm.php?id=2463&view=2","189 162","530 776","","","Etats-Unis","Romance","11/10/2000","Tous publics","GBVI","6 416","6 457","","0","3","4","[{""name"": ""Ben Stiller"", ""role_type"": ""Rôle principal"", ""character"": ""le rabbin Jacob 'Jake' Schram""}, {""name"": ""Edward Norton"", ""role_type"": ""Rôle principal"", ""character"": """"}]","Ben Stiller, Edward Norton",""
"overdrive","https://www.jpbox-office.com/fichfilm.php?id=17269&view=2","190 224","383 659","","","France","Aventure - Action","16/08/2017","Tous publics","Océan Films","7 458","7 500","","0","4","6","","",""
"larry flynt","https://www.jpbox-office.com/fichfilm.php?id=3719&view=2","189 860","498 828","Milos Forman","","Etats-Unis","Drame","19/02/1997","Tous publics","Columbia","6 653","6 693","","0","3","6","[{""name"": ""Woody Harrelson"", ""role_type"": ""Rôle principal"", ""character"": """"}, {""name"": ""Edward Norton"", ""role_type"": ""Rôle principal"", ""character"": """"}, {""name"": ""Andie MacDowell"", ""role_type"": """", ""character"": """"}]","Woody Harrelson, Edward Norton",""
"le septième fils","https://www.jpbox-office.com/fichfilm.php?id=13671&view=2","190 056","491 240","","","Etats-Unis","Fantasy","17/12/2014","Tous publics","Universal","6 698","6 738","","0","4","7","[{""name"": ""Jeff Bridges"", ""role_type"": ""Rôle principal"", ""character"": ""Maître Gregory""}, {""name"": ""Julianne Moore"", ""role_type"": ""Rôle principal"", ""character"": ""Mère Malkin""}]","Jeff Bridges, Julianne Moore",""
"[rec]3 génesis","https://www.jpbox-office.com/fichfilm.php?id=12640&view=2","","362 993","","","Espagne","Horreur","04/04/2012","Moins de 12 ans","Le Pacte","7 632","7 675","","0","3","7","","",""
"habemus papam","https://www.jpbox-office.com/fichfilm.php?id=12349&view=2","190 066","743 889","Nanni Moretti","","Italie","Comédie dramatique","07/09/2011","Tous publics","Le Pacte","5 089","5 129","","0","7","3","[{""name"": ""Michel Piccoli"", ""role_type"": ""Rôle principal"", ""character"": ""le pape""}]","Michel Piccoli",""
"salaud, on t'aime","https://www.jpbox-office.com/fichfilm.php?id=14113&view=2","190 107","347 889","Claude Lelouch","","France","Comédie dramatique","02/04/2014","Tous publics","Les Films 13","7 756","7 801","","0","3","4","[{""name"": ""Sandrine Bonnaire"", ""role_type"": ""Rôle principal"", ""character"": ""Nathalie Béranger""}, {""name"": ""Johnny Hallyday"", ""role_type"": ""Rôle principal"", ""character"": ""Jacques Kaminsky""}]","Sandrine Bonnaire, Johnny Hallyday",""
"pokemon 2, le pouvoir est en toi","https://www.jpbox-office.com/fichfilm.php?id=2449&view=2","190 699","730 002","","","Japon","Animation","20/12/2000","Tous publics","Warner Bros.","5 163","5 202","","0","5","6","","",""
"mother!","https://www.jpbox-office.com/fichfilm.php?id=17306&view=2","190 141","349 555","Darren Aronofsky","","Etats-Unis","Drame","13/09/2017","Moins de 12 ans","Paramount","7 743","7 788","","0","3","3","[{""name"": ""Javier Bardem"", ""role_type"": ""Rôle principal"", ""character"": ""Him""}, {""name"": ""Jennifer Lawrence"", ""role_type"": ""Rôle principal"", ""character"": ""Mother""}, {""name"": ""Ed Harris"", ""role_type"": ""Second rôle"", ""character"": ""Man""}, {""name"": ""Michelle Pfeiffer"", ""role_type"": ""Second rôle"", ""character"": ""Woman""}]","Javier Bardem, Jennifer Lawrence","Ed Harris, Michelle Pfeiffer"
"dingo et max","https://www.jpbox-office.com/fichfilm.php?id=4018&view=2","190 760","673 499","","","Etats-Unis","Animation","03/07/1996","Distribué par GBVI","GBVI","5 452","5 493","","1","3","1","","",""
"le premier jour du reste de ta vie","https://www.jpbox-office.com/fichfilm.php?id=10325&view=2","190 149","1 211 010","","","France","Comédie dramatique","23/07/2008","Tous publics","Studiocanal","3 296","3 322","37","0","9","6","[{""name"": ""Zabou Breitman"", ""role_type"": ""Rôle principal"", ""character"": ""Marie-Jeanne""}, {""name"": ""Jacques Gamblin"", ""role_type"": ""Rôle principal"", ""character"": ""Robert""}, {""name"": ""François-Xavier Demaison"", ""role_type"": ""Second rôle"", ""character"": ""le Docteur Marcaurel""}, {""name"": ""Pio Marmaï"", ""role_type"": ""Second rôle"", ""character"": ""Albert""}, {""name"": ""Gilles Lellouche"", ""role_type"": ""Apparition"", ""character"": ""Le rasta blanc""}]","Zabou Breitman, Jacques Gamblin","François-Xavier Demaison, Pio Marmaï"
"la prochaine fois je viserai le coeur","https://www.jpbox-office.com/fichfilm.php?id=14486&view=2","190 185","490 537","","","France","Thriller","12/11/2014","Tous publics","Mars Distribution","6 702","6 742","","0","5","3","[{""name"": ""Guillaume Canet"", ""role_type"": ""Rôle principal"", ""character"": ""Franck""}]","Guillaume Canet",""
"au nom de ma fille","https://www.jpbox-office.com/fichfilm.php?id=15736&view=2","190 205","352 245","","","France","Drame","16/03/2016","Tous publics","Studiocanal","7 719","7 764","","0","3","6","[{""name"": ""Daniel Auteuil"", ""role_type"": ""Rôle principal"", ""character"": ""André Bamberski""}]","Daniel Auteuil",""
"les herbes folles","https://www.jpbox-office.com/fichfilm.php?id=10885&view=2","190 223","462 731","Alain Resnais","","France","Comédie dramatique","04/11/2009","Tous publics","Studiocanal","6 877","6 919","","0","4","8","[{""name"": ""Sabine Azéma"", ""role_type"": ""Rôle principal"", ""character"": ""Marguerite Muir""}, {""name"": ""André Dussollier"", ""role_type"": ""Rôle principal"", ""character"": ""Georges Palet""}, {""name"": ""Mathieu Amalric"", ""role_type"": ""Second rôle"", ""character"": ""Bernard de Bordeaux""}, {""name"": ""Emmanuelle Devos"", ""role_type"": ""Second rôle"", ""character"": ""Josepha""}]","Sabine Azéma, André Dussollier","Mathieu Amalric, Emmanuelle Devos"
